종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"105560","KB금융","KOSPI","기타금융","122500","-4300","-3.39","46729107617500"
"415640","KB발해인프라","KOSPI","기타금융","10030","-180","-1.76","1229131846440"
"432320","KB스타리츠","KOSPI","부동산","3795","-50","-1.30","384867211575"
"002380","KCC","KOSPI","화학","412500","-15500","-3.62","3665669287500"
"344820","KCC글라스","KOSPI","비금속","26100","-400","-1.51","416830363200"
"009070","KCTC","KOSPI","운송·창고","4915","-125","-2.48","147450000000"
"009440","KC그린홀딩스","KOSPI","기타금융","756","0","0.00","17568790596"
"119650","KC코트렐","KOSPI","기계·장비","918","0","0.00","100782913662"
"092220","KEC","KOSPI","전기·전자","702","-9","-1.27","140935724982"
"003620","KG모빌리티","KOSPI","운송장비·부품","3285","-75","-2.23","664801585920"
"016380","KG스틸","KOSPI","금속","5290","-110","-2.04","529047065130"
"001390","KG케미칼","KOSPI","화학","5080","-340","-6.27","347822723200"
"033180","KH 필룩스","KOSPI","전기·전자","5310","0","0.00","138166306200"
"001940","KISCO홀딩스","KOSPI","금속","26200","-750","-2.78","371421156000"
"025000","KPX케미칼","KOSPI","화학","49650","-750","-1.49","240306000000"
"092230","KPX홀딩스","KOSPI","화학","69400","-1400","-1.98","293190432400"
"000040","KR모터스","KOSPI","운송장비·부품","469","-15","-3.10","40509961296"
"044450","KSS해운","KOSPI","운송·창고","9260","-110","-1.17","213775248800"
"030200","KT","KOSPI","통신","49200","-700","-1.40","12399466902000"
"033780","KT&G","KOSPI","음식료·담배","141100","-1000","-0.70","16646504609500"
"058850","KTcs","KOSPI","IT 서비스","2850","-80","-2.73","121652250000"
"058860","KTis","KOSPI","IT 서비스","2715","-40","-1.45","94487430000"
"093050","LF","KOSPI","섬유·의류","17590","-430","-2.39","514331600000"
"003550","LG","KOSPI","기타금융","80700","-2900","-3.47","12445681909500"
"034220","LG디스플레이","KOSPI","전기·전자","12130","-780","-6.04","6065000000000"
"051900","LG생활건강","KOSPI","화학","281000","-8000","-2.77","4299990979000"
"051905","LG생활건강우","KOSPI","화학","114400","-2400","-2.05","240205336800"
"064400","LG씨엔에스","KOSPI","IT 서비스","55500","-2400","-4.15","5377170114000"
"373220","LG에너지솔루션","KOSPI","전기·전자","443000","-20000","-4.32","103662000000000"
"003555","LG우","KOSPI","기타금융","66500","-1900","-2.78","200244733500"
"032640","LG유플러스","KOSPI","통신","15120","-460","-2.95","6499004727600"
"011070","LG이노텍","KOSPI","전기·전자","237000","-8000","-3.27","5609104359000"
"066570","LG전자","KOSPI","전기·전자","87600","-3800","-4.16","14268847501200"
"066575","LG전자우","KOSPI","전기·전자","49000","-2800","-5.41","842113608000"
"037560","LG헬로비전","KOSPI","오락·문화","2365","-35","-1.46","183161835725"
"051910","LG화학","KOSPI","화학","388000","-14000","-3.48","27389829084000"
"051915","LG화학우","KOSPI","화학","191900","-7000","-3.52","1475480720000"
"079550","LIG넥스원","KOSPI","금속","400500","-24500","-5.76","8811000000000"
"006260","LS","KOSPI","기타금융","192000","-9000","-4.48","6086400000000"
"010120","LS ELECTRIC","KOSPI","전기·전자","459000","-11000","-2.34","13770000000000"
"000680","LS네트웍스","KOSPI","유통","3180","-150","-4.50","250593590880"
"229640","LS에코에너지","KOSPI","기타금융","35600","-1400","-3.78","1090245692400"
"108320","LX세미콘","KOSPI","전기·전자","49650","-1050","-2.07","807522495000"
"001120","LX인터내셔널","KOSPI","유통","30250","-750","-2.42","1172490000000"
"108670","LX하우시스","KOSPI","화학","29850","-1200","-3.86","267684949500"
"108675","LX하우시스우","KOSPI","화학","16880","-330","-1.92","17425730400"
"383800","LX홀딩스","KOSPI","기타금융","7880","-230","-2.84","601091837200"
"38380K","LX홀딩스1우","KOSPI","기타금융","8640","-50","-0.58","12660062400"
"023150","MH에탄올","KOSPI","음식료·담배","5010","70","1.42","36966415260"
"035420","NAVER","KOSPI","IT 서비스","249000","-6000","-2.35","39056306862000"
"181710","NHN","KOSPI","IT 서비스","31200","-800","-2.50","1053503037600"
"400760","NH올원리츠","KOSPI","부동산","3445","-10","-0.29","189231352375"
"005940","NH투자증권","KOSPI","증권","20550","-650","-3.07","7322876782950"
"005945","NH투자증권우","KOSPI","증권","18580","-450","-2.36","350622585440"
"338100","NH프라임리츠","KOSPI","부동산","4795","-30","-0.62","89474700000"
"034310","NICE","KOSPI","일반서비스","13860","-20","-0.14","514600206120"
"030190","NICE평가정보","KOSPI","IT 서비스","15570","70","0.45","926517653010"
"008260","NI스틸","KOSPI","금속","3340","-10","-0.30","95524390780"
"004250","NPC","KOSPI","화학","3870","-80","-2.03","142106400000"
"004255","NPC우","KOSPI","화학","2475","-70","-2.75","13068000000"
"456040","OCI","KOSPI","화학","59500","-1900","-3.09","532673452500"
"010060","OCI홀딩스","KOSPI","기타금융","108800","-3400","-3.03","2047062969600"
"178920","PI첨단소재","KOSPI","화학","16890","-840","-4.74","495997178580"
"001340","PKC","KOSPI","화학","5770","-190","-3.19","259179208390"
"005490","POSCO홀딩스","KOSPI","금속","312500","-2000","-0.64","25291547500000"
"010950","S-Oil","KOSPI","화학","85700","-2300","-2.61","9648345274400"
"010955","S-Oil우","KOSPI","화학","49200","-1400","-2.77","197878808400"
"034120","SBS","KOSPI","오락·문화","19650","-500","-2.48","364531826700"
"003080","SB성보","KOSPI","화학","2870","0","0.00","57457400000"
"005090","SGC에너지","KOSPI","전기·가스","22850","0","0.00","329253259050"
"001380","SG글로벌","KOSPI","운송장비·부품","1734","-41","-2.31","77967823962"
"004060","SG세계물산","KOSPI","유통","303","-3","-0.98","61334762880"
"001770","SHD","KOSPI","금속","17500","-30","-0.17","21260365000"
"002360","SH에너지화학","KOSPI","화학","363","-9","-2.42","40341543990"
"009160","SIMPAC","KOSPI","금속","4785","0","0.00","313080234060"
"033530","SJG세종","KOSPI","운송장비·부품","8110","-830","-9.28","225627993710"
"123700","SJM","KOSPI","운송장비·부품","3610","-90","-2.43","56333681780"
"025530","SJM홀딩스","KOSPI","유통","3695","-75","-1.99","55181159560"
"034730","SK","KOSPI","기타금융","263500","-4500","-1.68","19104462240500"
"011790","SKC","KOSPI","화학","111500","-6300","-5.35","4222315227000"
"018670","SK가스","KOSPI","유통","261500","-2000","-0.76","2417631306000"
"001740","SK네트웍스","KOSPI","유통","4470","-125","-2.72","989112221940"
"006120","SK디스커버리","KOSPI","기타금융","65300","-2900","-4.25","1198114931500"
"006125","SK디스커버리우","KOSPI","기타금융","40200","-1000","-2.43","52760691000"
"210980","SK디앤디","KOSPI","부동산","12620","0","0.00","234951360840"
"395400","SK리츠","KOSPI","부동산","5240","-90","-1.69","1549762205040"
"302440","SK바이오사이언스","KOSPI","제약","53100","-1500","-2.75","4161401599500"
"326030","SK바이오팜","KOSPI","일반서비스","126800","-3500","-2.69","9930120100000"
"402340","SK스퀘어","KOSPI","기타금융","283500","-21000","-6.90","37575333243000"
"361610","SK아이이테크놀로지","KOSPI","전기·전자","29500","-1800","-5.75","2412719450000"
"100090","SK오션플랜트","KOSPI","금속","19100","-750","-3.78","1193332263900"
"03473K","SK우","KOSPI","기타금융","196700","-4800","-2.38","111358754500"
"096770","SK이노베이션","KOSPI","화학","116000","-6300","-5.15","19610123408000"
"096775","SK이노베이션우","KOSPI","화학","76800","-4200","-5.19","95879116800"
"475150","SK이터닉스","KOSPI","건설","17560","-740","-4.04","592720977520"
"001510","SK증권","KOSPI","증권","668","-32","-4.57","315690234228"
"001515","SK증권우","KOSPI","증권","2140","-55","-2.51","8372779960"
"285130","SK케미칼","KOSPI","화학","74800","-3200","-4.10","1293947696800"
"28513K","SK케미칼우","KOSPI","화학","29900","-1100","-3.55","63251327100"
"017670","SK텔레콤","KOSPI","통신","52700","-900","-1.68","11319435793100"
"000660","SK하이닉스","KOSPI","전기·전자","570000","-36000","-5.94","414961348050000"
"003570","SNT다이내믹스","KOSPI","운송장비·부품","44150","-2700","-5.76","1468106572550"
"064960","SNT모티브","KOSPI","운송장비·부품","30050","-700","-2.28","797535173600"
"100840","SNT에너지","KOSPI","기계·장비","39850","-1750","-4.21","824129202550"
"036530","SNT홀딩스","KOSPI","기타금융","56500","-3600","-5.99","921169559000"
"005610","SPC삼립","KOSPI","음식료·담배","50300","-200","-0.40","434039152700"
"011810","STX","KOSPI","유통","3530","0","0.00","109493282310"
"465770","STX그린로지스","KOSPI","운송·창고","6320","-190","-2.92","45320922240"
"077970","STX엔진","KOSPI","기계·장비","29850","-1550","-4.94","1198419680550"
"002820","SUN&L","KOSPI","종이·목재","2380","0","0.00","30007013820"
"084870","TBH글로벌","KOSPI","섬유·의류","1331","10","0.76","27760426089"
"002710","TCC스틸","KOSPI","금속","15900","-780","-4.68","416797782300"
"069260","TKG휴켐스","KOSPI","화학","17480","-340","-1.91","714557718240"
"007980","TP","KOSPI","섬유·의류","1820","-190","-9.45","93138736600"
"002900","TYM","KOSPI","기계·장비","6230","-160","-2.50","280667455880"
"024070","WISCOM","KOSPI","화학","1831","-77","-4.04","28062707978"
"037270","YG PLUS","KOSPI","IT 서비스","5990","-80","-1.32","381342028900"
"139130","iM금융지주","KOSPI","기타금융","13960","-290","-2.04","2262283137360"
"000500","가온전선","KOSPI","전기·전자","67500","-5900","-8.04","1116660262500"
"000860","강남제비스코","KOSPI","화학","12010","-430","-3.46","156130000000"
"035250","강원랜드","KOSPI","오락·문화","17390","90","0.52","3720425295000"
"011420","갤럭시아에스엠","KOSPI","오락·문화","2080","-65","-3.03","57303259520"
"002100","경농","KOSPI","화학","9240","-70","-0.75","180388593000"
"009450","경동나비엔","KOSPI","전기·전자","58400","-900","-1.52","850805772800"
"267290","경동도시가스","KOSPI","전기·가스","20850","-350","-1.65","122919215100"
"012320","경동인베스트","KOSPI","기타금융","50200","-900","-1.76","118724154600"
"000050","경방","KOSPI","유통","6830","-250","-3.53","187246294100"
"214390","경보제약","KOSPI","제약","6040","20","0.33","144397434400"
"012610","경인양행","KOSPI","화학","2790","-80","-2.79","116109658350"
"009140","경인전자","KOSPI","전기·전자","20300","150","0.74","31887179100"
"013580","계룡건설","KOSPI","건설","17610","-250","-1.40","157273272270"
"012200","계양전기","KOSPI","기계·장비","1381","-14","-1.00","37594726849"
"012205","계양전기우","KOSPI","기계·장비","2875","-125","-4.17","3361102125"
"002140","고려산업","KOSPI","음식료·담배","2460","-35","-1.40","61350985500"
"010130","고려아연","KOSPI","금속","1070000","-33000","-2.99","20697291410000"
"002240","고려제강","KOSPI","금속","17790","-410","-2.25","480330000000"
"009290","광동제약","KOSPI","제약","5910","-80","-1.34","309807229410"
"017040","광명전기","KOSPI","전기·전자","1310","-11","-0.83","56772275650"
"017900","광전자","KOSPI","전기·전자","1820","7","0.39","105457648660"
"037710","광주신세계","KOSPI","유통","30500","-300","-0.97","242694295000"
"030610","교보증권","KOSPI","증권","9050","-460","-4.84","1031364797050"
"339770","교촌에프앤비","KOSPI","유통","4240","-130","-2.97","211851939200"
"007690","국도화학","KOSPI","화학","31950","-1200","-3.62","295883582400"
"001140","국보","KOSPI","운송·창고","2110","0","0.00","33456978680"
"002720","국제약품","KOSPI","제약","4365","-85","-1.91","92362666680"
"083420","그린케미칼","KOSPI","화학","6620","-200","-2.93","158880000000"
"014530","극동유화","KOSPI","화학","3250","-30","-0.91","113325615000"
"014280","금강공업","KOSPI","금속","5790","50","0.87","169816977030"
"014285","금강공업우","KOSPI","금속","8200","470","6.08","4836975000"
"008870","금비","KOSPI","비금속","54000","-1100","-2.00","54000000000"
"001570","금양","KOSPI","화학","9900","0","0.00","633275240400"
"002990","금호건설","KOSPI","건설","3605","-90","-2.44","133373319800"
"002995","금호건설우","KOSPI","건설","10920","30","0.28","3191544720"
"011780","금호석유화학","KOSPI","화학","115900","-4200","-3.50","3017078897800"
"011785","금호석유화학우","KOSPI","화학","62800","-1800","-2.79","189874920800"
"214330","금호에이치티","KOSPI","운송장비·부품","544","-12","-2.16","118617301440"
"001210","금호전기","KOSPI","전기·전자","632","-17","-2.62","38902126104"
"073240","금호타이어","KOSPI","화학","5160","-150","-2.82","1482263080920"
"092440","기신정기","KOSPI","기계·장비","2320","-45","-1.90","67744000000"
"000270","기아","KOSPI","운송장비·부품","114500","-2900","-2.47","45088871415000"
"024110","기업은행","KOSPI","은행","20050","-450","-2.20","15988388673450"
"013700","까뮤이앤씨","KOSPI","건설","1100","-16","-1.43","65725913000"
"004540","깨끗한나라","KOSPI","종이·목재","1943","-56","-2.80","72358666499"
"004545","깨끗한나라우","KOSPI","종이·목재","11290","120","1.07","4133946400"
"001260","남광토건","KOSPI","건설","7170","-180","-2.45","70499541240"
"008350","남선알미늄","KOSPI","금속","1012","-21","-2.03","130628039080"
"008355","남선알미우","KOSPI","금속","12300","0","0.00","3787047000"
"004270","남성","KOSPI","유통","862","2","0.23","31214881920"
"003920","남양유업","KOSPI","음식료·담배","50700","-700","-1.36","304200000000"
"003925","남양유업우","KOSPI","음식료·담배","34000","-900","-2.58","68000000000"
"025860","남해화학","KOSPI","화학","6400","-170","-2.59","317944595200"
"005720","넥센","KOSPI","화학","5610","-200","-3.44","300381710970"
"005725","넥센우","KOSPI","화학","4510","-20","-0.44","16238706000"
"002350","넥센타이어","KOSPI","화학","7220","-290","-3.86","705162071940"
"002355","넥센타이어1우B","KOSPI","화학","3545","-100","-2.74","23042500000"
"092790","넥스틸","KOSPI","금속","10380","-570","-5.21","269900760000"
"251270","넷마블","KOSPI","IT 서비스","52500","-1300","-2.42","4512558855000"
"090350","노루페인트","KOSPI","화학","8030","-280","-3.37","160600000000"
"090355","노루페인트우","KOSPI","화학","13120","-80","-0.61","6076213120"
"000320","노루홀딩스","KOSPI","기타금융","22300","-1100","-4.70","296392667300"
"000325","노루홀딩스우","KOSPI","기타금융","30900","-850","-2.68","7525973100"
"006280","녹십자","KOSPI","제약","134000","-4500","-3.25","1565996092000"
"005250","녹십자홀딩스","KOSPI","일반서비스","15750","-580","-3.55","740694307500"
"005257","녹십자홀딩스2우","KOSPI","일반서비스","25200","-350","-1.37","21318948000"
"004370","농심","KOSPI","음식료·담배","461000","-1000","-0.22","2804097962000"
"072710","농심홀딩스","KOSPI","기타금융","93200","-2800","-2.92","432242028000"
"058730","다스코","KOSPI","금속","2630","-70","-2.59","49435954830"
"030210","다올투자증권","KOSPI","증권","3445","-145","-4.04","209838760170"
"023590","다우기술","KOSPI","IT 서비스","35950","-2350","-6.14","1612954881150"
"145210","다이나믹디자인","KOSPI","기계·장비","828","-3","-0.36","31293193536"
"483650","달바글로벌","KOSPI","화학","131000","1000","0.77","1617052865000"
"019680","대교","KOSPI","일반서비스","1953","3","0.15","165424666050"
"019685","대교우B","KOSPI","일반서비스","1216","-2","-0.16","23623219840"
"006370","대구백화점","KOSPI","유통","5820","-170","-2.84","62981776020"
"008060","대덕","KOSPI","기타금융","10190","-80","-0.78","345340628500"
"00806K","대덕1우","KOSPI","기타금융","9220","-80","-0.86","11177931540"
"353200","대덕전자","KOSPI","전기·전자","50800","-400","-0.78","2510379790000"
"35320K","대덕전자1우","KOSPI","전기·전자","14600","180","1.25","30594577400"
"000490","대동","KOSPI","기계·장비","9040","-290","-3.11","238589628320"
"008110","대동전자","KOSPI","전기·전자","15040","0","0.00","157776322880"
"005750","대림바스","KOSPI","비금속","4860","5","0.10","81027086400"
"006570","대림통상","KOSPI","금속","2440","-105","-4.13","37149000000"
"001680","대상","KOSPI","음식료·담배","20600","-300","-1.44","713749315000"
"001685","대상우","KOSPI","음식료·담배","16720","-130","-0.77","22910128560"
"084690","대상홀딩스","KOSPI","기타금융","9190","-180","-1.92","332793224220"
"084695","대상홀딩스우","KOSPI","기타금융","13360","-60","-0.45","12204119520"
"128820","대성산업","KOSPI","유통","4320","-5","-0.12","195417264960"
"117580","대성에너지","KOSPI","전기·가스","8080","-170","-2.06","222200000000"
"016710","대성홀딩스","KOSPI","일반서비스","8400","-250","-2.89","135151455600"
"0030R0","대신밸류리츠","KOSPI","기타금융","4450","-20","-0.45","266021000000"
"003540","대신증권","KOSPI","증권","27400","-1700","-5.84","1391191160000"
"003547","대신증권2우B","KOSPI","증권","19940","-460","-2.25","199400000000"
"003545","대신증권우","KOSPI","증권","21100","-400","-1.86","548600000000"
"009190","대양금속","KOSPI","금속","1436","24","1.70","62024609500"
"014160","대영포장","KOSPI","종이·목재","1018","-17","-1.64","110345650882"
"047040","대우건설","KOSPI","건설","3395","-90","-2.58","1411038856010"
"003090","대웅","KOSPI","제약","24000","-650","-2.64","1395407520000"
"069620","대웅제약","KOSPI","제약","169400","-2900","-1.68","1962765805000"
"000430","대원강업","KOSPI","운송장비·부품","3665","-190","-4.93","227230000000"
"006340","대원전선","KOSPI","전기·전자","3375","-230","-6.38","257692293000"
"006345","대원전선우","KOSPI","전기·전자","3530","-145","-3.95","9252836000"
"003220","대원제약","KOSPI","제약","13000","-230","-1.74","291558579000"
"024890","대원화성","KOSPI","화학","790","2","0.25","32586830080"
"002880","대유에이텍","KOSPI","운송장비·부품","1067","11","1.04","49875869340"
"012800","대창","KOSPI","금속","1216","-24","-1.94","110826846784"
"015230","대창단조","KOSPI","운송장비·부품","6420","-400","-5.87","183433716600"
"001070","대한방직","KOSPI","섬유·의류","6170","-160","-2.53","32701000000"
"006650","대한유화","KOSPI","화학","142900","-6100","-4.09","928850000000"
"001440","대한전선","KOSPI","전기·전자","23650","-1100","-4.44","4409478645000"
"084010","대한제강","KOSPI","금속","15250","-380","-2.43","357069554250"
"001790","대한제당","KOSPI","음식료·담배","2815","0","0.00","252495872700"
"001795","대한제당우","KOSPI","음식료·담배","2450","-30","-1.21","15882762000"
"001130","대한제분","KOSPI","음식료·담배","140600","-2400","-1.68","237614000000"
"439260","대한조선","KOSPI","운송장비·부품","66500","400","0.61","2561999748000"
"003490","대한항공","KOSPI","운송·창고","21250","-350","-1.62","7824689046250"
"003495","대한항공우","KOSPI","운송·창고","23600","-350","-1.46","26214738400"
"005880","대한해운","KOSPI","운송·창고","1704","-48","-2.74","549961467360"
"003830","대한화섬","KOSPI","화학","116400","-400","-0.34","154579200000"
"016090","대현","KOSPI","섬유·의류","1670","-17","-1.01","73951457700"
"069460","대호에이엘","KOSPI","금속","1821","-46","-2.46","158558024592"
"475560","더본코리아","KOSPI","유통","25250","-400","-1.56","373110160000"
"192080","더블유게임즈","KOSPI","IT 서비스","51500","-900","-1.72","1107039159000"
"012510","더존비즈온","KOSPI","IT 서비스","92500","-2100","-2.22","2810407520000"
"004830","덕성","KOSPI","화학","4875","-120","-2.40","76440000000"
"004835","덕성우","KOSPI","화학","7200","-100","-1.37","10022400000"
"145720","덴티움","KOSPI","의료·정밀기기","50800","-3200","-5.93","562296564000"
"002150","도화엔지니어링","KOSPI","일반서비스","5940","-110","-1.82","200296800000"
"460850","동국씨엠","KOSPI","금속","5280","-90","-1.68","157864903680"
"460860","동국제강","KOSPI","금속","8260","-180","-2.13","409762220420"
"001230","동국홀딩스","KOSPI","기타금융","7320","-180","-2.40","232779535560"
"023450","동남합성","KOSPI","화학","30400","-100","-0.33","106400000000"
"004140","동방","KOSPI","운송·창고","2635","-90","-3.30","126405603410"
"007590","동방아그로","KOSPI","화학","6080","-10","-0.16","82794868160"
"005960","동부건설","KOSPI","건설","5620","-180","-3.10","128960246060"
"005965","동부건설우","KOSPI","건설","16650","-440","-2.57","3758437800"
"026960","동서","KOSPI","유통","28300","450","1.62","2821510000000"
"002210","동성제약","KOSPI","제약","973","0","0.00","25900780311"
"102260","동성케미컬","KOSPI","화학","4170","-80","-1.88","209237218470"
"000640","동아쏘시오홀딩스","KOSPI","기타금융","107200","-500","-0.46","700705724800"
"170900","동아에스티","KOSPI","제약","52600","-300","-0.57","491949127000"
"028100","동아지질","KOSPI","건설","15390","-230","-1.47","206064435780"
"001520","동양","KOSPI","비금속","820","-15","-1.80","195720931660"
"001527","동양2우B","KOSPI","비금속","8450","-70","-0.82","2607408050"
"084670","동양고속","KOSPI","운송·창고","7170","-60","-0.83","20761229730"
"082640","동양생명","KOSPI","보험","6220","-250","-3.86","1003650398700"
"001525","동양우","KOSPI","비금속","4725","-15","-0.32","2918778975"
"018500","동원금속","KOSPI","운송장비·부품","1296","-14","-1.07","60594393168"
"006040","동원산업","KOSPI","기타금융","44900","-700","-1.54","1982244571400"
"030720","동원수산","KOSPI","농업, 임업 및 어업","5850","-160","-2.66","27224759250"
"014820","동원시스템즈","KOSPI","화학","26500","-850","-3.11","768268973000"
"014825","동원시스템즈우","KOSPI","화학","17740","-350","-1.93","4685329140"
"111380","동인기연","KOSPI","섬유·의류","13010","-320","-2.40","79725280000"
"163560","동일고무벨트","KOSPI","화학","6370","-100","-1.55","88543000000"
"004890","동일산업","KOSPI","금속","38900","-200","-0.51","94340863500"
"002690","동일제강","KOSPI","금속","1606","-17","-1.05","32602378160"
"000020","동화약품","KOSPI","제약","6150","-200","-3.15","171778540500"
"000150","두산","KOSPI","기타금융","932000","-43000","-4.41","15400214220000"
"000157","두산2우B","KOSPI","기타금융","532000","-21000","-3.80","475096216000"
"454910","두산로보틱스","KOSPI","기계·장비","72000","-3700","-4.89","4667038560000"
"241560","두산밥캣","KOSPI","기계·장비","55200","-1500","-2.65","5291254788000"
"034020","두산에너빌리티","KOSPI","기계·장비","75400","-3400","-4.31","48298310408400"
"000155","두산우","KOSPI","기타금융","586000","-30000","-4.87","2341926732000"
"336260","두산퓨얼셀","KOSPI","전기·전자","32700","-1300","-3.82","2141644840200"
